commerce;jour de fermeture;adresse;code postal;ville;coord_geo
Lib. du Val de Marne;dimanche;70/72 RUE DU ONZE NOVEMBRE;93330;NEUILLY-SUR-MARNE;48.858065,2.526241
Civette du Bourget;dimanche;15 RUE ÉTIENNE DOLET;93350;LE BOURGET;48.931365,2.427462
Bar Tabac l'Aviatic;dimanche;30 AV. DE LA DIVISION LECLERC;93350;LE BOURGET;48.933094,2.424109
Le Fuégo;dimanche;80 AVENUE LÉNINE;93380;PIERREFITTE-SUR-SEINE;48.957902,2.358401
Le Ninos;dimanche;203 AV. ELISÉE RECLUS;93380;PIERREFITTE-SUR-SEINE;48.95024,2.357871
Le Diplomate;dimanche;52 BD. PASTEUR;93380;PIERREFITTE-SUR-SEINE;48.964664,2.365583
Bar l'Express;dimanche;2 PL. DU GÉNÉRAL LECLERC;93380;PIERREFITTE-SUR-SEINE;48.964533,2.372136
Le Chaldée;dimanche;169 R. DU DR BAUER;93400;SAINT-OUEN;48.902878,2.348478
L'Élégance;jeudi;67 AV. GABRIEL-PÉRI;93400;SAINT-OUEN;48.90591,2.331948
Le Terminus;dimanche;224 AV. DU 8 MAI 1945;93440;DUGNY;48.953812,2.443199
Tabac De L'Église;dimanche;2 AVENUE PAUL DOUMER;93460;GOURNAY-SUR-MARNE;48.863225,2.576204
Le Victor Hugo;dimanche;135 AVENUE JEAN LOLIVE;93500;PANTIN;48.893039,2.411952
Au Petit  Tabac;dimanche;2 AV. ÉDOUARD VAILLANT;93500;PANTIN;48.897075,2.400152
Le Flash;mardi;3 R. STE MARGUERITE;93500;PANTIN;48.901012,2.391151
Le Royal 4 Chemins;lundi;70 AV. JEAN JAURÈS;93500;PANTIN;48.903242,2.391915
Tabac du Marché;lundi;5 R. JACQUES DUCLOS;93600;AULNAY-SOUS-BOIS;48.941549,2.496952
Le Brazza;dimanche;76 RUE ROGER SALENGRO;93700;DRANCY;48.919158,2.437234
Le Bistrot de Paris;dimanche;32 R. DE PARIS;93800;ÉPINAY-SUR-SEINE;48.953689,2.311288
Le Week-End;dimanche;7 AV. GALLIENI;93800;ÉPINAY-SUR-SEINE;48.965428,2.300278
Presse L'Obélisque;dimanche;15 IMP. DU NOYER BOSSU;93800;ÉPINAY-SUR-SEINE;48.956244,2.298591
Le Royal Bleuet;lundi;115 R. CHÉRET;94000;CRÉTEIL;48.805543,2.456238
Le Milton;dimanche;25  AV VLADIMIR ILITCH LÉNINE;94110;ARCUEIL;48.810626,2.33047
La Royale;dimanche;122 R. MARIUS SIDOBRE;94110;ARCUEIL;48.80678,2.335989
Au Bon Tabac;dimanche;20 R. ÉMILE RASPAIL;94110;ARCUEIL;48.801209,2.331717
Tabac Le Verdun;dimanche;72 BD. DE VERDUN;94120;FONTENAY-SOUS-BOIS;48.853901,2.46949
Tabac du Marché;lundi;56 R. DES HÉROS NOGENTAIS;94130;NOGENT-SUR-MARNE;48.838326,2.487239
Le Watteau;dimanche;7 BD DE STRASBOURG;94130;NOGENT-SUR-MARNE;48.835834,2.474379
Le Fortville;lundi;106 R. VÉRON;94140;ALFORTVILLE;48.810098,2.414244
Les Incorruptibles;dimanche;102 AV. DU GÉNÉRAL DE GAULLE;94160;SAINT-MANDÉ;48.837713,2.417807
Le Fontenoy St Mandé;0;7 PLACE CHARLES DIGEON;94160;SAINT-MANDÉ;48.843766,2.418523
Brasserie des Sports;dimanche;8 R. RASPAIL;94200;IVRY-SUR-SEINE;48.811469,2.387274
L'Escale;dimanche;14 AV. DE VERDUN;94200;IVRY-SUR-SEINE;48.815981,2.36776
Tabac de la Gare;dimanche;81 BD DE BRANDEBOURG;94200;IVRY-SUR-SEINE;48.814475,2.392038
Le Mogador;dimanche;197 R. DE PARIS;94220;CHARENTON-LE-PONT;48.828913,2.401924
Le Week End;dimanche;31 AV. DES DAHLIAS;94240;L'HAŸ-LES-ROSES;48.777917,2.352546
Tabac Presse Fee;dimanche;81  AV. DU GÉN. DE GAULLE;94240;L'HAŸ-LES-ROSES;48.783568,2.345596
Librairie-Papeterie;dimanche;28 R. CHARLES FRÉROT;94250;GENTILLY;48.815862,2.351708
Le Jean Bart;dimanche;81 AV. DE FONTAINEBLEAU;94270;LE KREMLIN-BICÊTRE;48.810469,2.362386
Tabac De La Tourell;mercredi;170 AVENUE DE PARIS;94300;VINCENNES;48.846447,2.419373
Le Narval;dimanche;46 R. DU COMMERCE;94310;ORLY;48.742755,2.397154
Tabac de La Gare;dimanche;7 PL. DU 8 MAI 1945;94310;ORLY;48.741852,2.402155
Le Rocher Fleuri;dimanche;52 AV. DU GÉNÉRAL GALLIÉNI;94340;JOINVILLE-LE-PONT;48.819904,2.48012
Totem;dimanche;41 BOULEVARD GALLIENI;94360;BRY-SUR-MARNE;48.843607,2.523638
La Navette De Bry;samedi;1 PLACE DAGUERRE;94360;BRY-SUR-MARNE;48.834399,2.519496
Bonn' News;dimanche;3 AV. DU BICENTENAIRE;94380;BONNEUIL-SUR-MARNE;48.765622,2.488705
Le Français;dimanche;25 AV. LUCIEN FRANÇAIS;94400;VITRY-SUR-SEINE;48.786619,2.386543
Le Fontenoy;lundi;120 AV. ERNEST HAVET;94400;VITRY-SUR-SEINE;48.789554,2.402783
Le Gitane;lundi;110 AV. DU COL. FABIEN;94400;VITRY-SUR-SEINE;48.787079,2.376588
Tabac - Presse;dimanche;25 R. DU PROF. CALMETTE;94400;VITRY-SUR-SEINE;48.802396,2.386133
Victoria;dimanche;106 AV. ANATOLE FRANCE;94400;VITRY-SUR-SEINE;48.807646,2.404383
Plessis Presse;dimanche;38 AVENUE ARDOUIN;94420;LE PLESSIS-TRÉVISE;48.808944,2.57385
A l'Hirondelle;dimanche;9 ROUTE DE LA LIBÉRATION;94430;CHENNEVIÈRES-SUR-MARNE;48.802636,2.539022
Le Val Pompadour;dimanche;70 AV. HENRI BARBUSSE;94460;VALENTON;48.766014,2.441567
Le Cigare- La Flamme;dimanche;81/85 RTE DE PROVINS  C.C PINCE VENT;94490;ORMESSON-SUR-MARNE;48.7893,2.548554
Tabac du Marché;dimanche;56 AV. GEORGES CLEMENCEAU;94700;MAISONS-ALFORT;48.809865,2.443575
Le Bergerac;dimanche;9 R. VEROLLOT;94800;VILLEJUIF;48.805442,2.369712
Le Celtique;dimanche;83 RUE PIERRE BROSSOLETTE;95200;SARCELLES;48.993578,2.377585
Le Bloch Lainé;dimanche;3 PL. BLOCH LAINÉ;95200;SARCELLES;48.972413,2.381422
Les Volutes;dimanche;14 R.DE TOULOUSE  C.C LES FLANADE;95200;SARCELLES;48.978339,2.376415
La Régence;dimanche;5 AV. DU 8 MAI 1945;95200;SARCELLES;48.976927,2.375217
